Country_code_A3,Name,Year,Substance,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
IRQ,Iraq,2015,NOx,33.141919699427966,31.379664302060405,30.83515484630427,28.26533972570671,28.924637396471603,28.72737319574003,30.108686122624036,31.505165595849,30.405812415799723,31.273781267881812,31.967434174793457,34.91107681072661
IRQ,Iraq,2016,NOx,51.56294738144517,26.572740827947154,25.276552967877052,27.138545777613693,25.551462748126603,24.54030104654048,24.76500613515922,24.97524779354016,24.33583903515402,25.57782079826272,36.210147011623086,78.47044737718733
IRQ,Iraq,2017,NOx,89.0073148716548,53.78012739456814,29.943194490592077,28.799135257395566,28.641636425426167,28.38399074308167,28.828865776853117,28.127108467066954,28.1922861590675,30.66400082497251,31.808461702652664,30.62289440717256
IRQ,Iraq,2018,NOx,84.19532580383978,52.54128310532335,31.921554419923794,31.1713230373704,31.01293329210532,30.720699612815704,31.325024093658186,30.603112295188467,30.633944418020292,33.15935490717948,34.3985809885999,33.71204570803459
IRQ,Iraq,2019,NOx,87.44099800562992,55.474323574205215,35.17676161877957,33.95187800843824,33.40262217864637,33.08676372978242,33.903400108399424,33.158316620756814,33.3169402013318,35.981818576485395,37.08834629874173,35.687935659672824
IRQ,Iraq,2020,NOx,70.6351275204496,46.30313105873915,30.03615545326952,29.103999721292332,28.75699800387066,28.456399927340136,29.336215496573978,28.724836666902394,28.954618965409303,31.335088124791664,32.166346355401245,31.270087326554684
IRQ,Iraq,2021,NOx,78.46473466342641,50.60321184078899,32.90076785675326,31.663990554774614,31.21155761229429,30.93175605221316,31.70136707057684,31.034929714486655,31.277140196662664,33.82471569967216,34.77794395290538,34.26390361216446
IRQ,Iraq,2022,NOx,86.88061576898973,55.34221820891075,36.777521189739915,34.514366517191085,34.29212013752973,33.91015197759141,34.789867075308656,34.03494143174713,34.21994762714803,36.93750042850323,37.95729927561762,37.02174782980842
MMR,Myanmar,2008,NOx,11.030480238404683,11.060093522505989,12.851003099423208,13.957726720228257,10.38540772111199,7.317459962945559,6.140832837010688,6.664677328460542,10.883480950537894,13.970073698620649,12.876229426221098,11.471897667201539
MMR,Myanmar,2009,NOx,11.294315745832337,9.987538991263829,13.022683910497463,13.960146991779338,10.451746426927471,7.317228132399428,6.115552774991816,6.694448794345239,10.94061894690272,13.983565015344663,12.399825463650497,12.528239952789693
MMR,Myanmar,2010,NOx,11.539790656668941,10.669509068507313,12.92180885172658,14.33496139726345,10.747143706722294,7.591250010241327,6.3863285135294285,6.912080778236417,11.193579231543282,14.231067644091484,12.769220120299206,12.576908377406834
MMR,Myanmar,2011,NOx,11.92604718405449,10.60582684803647,12.980575836251882,13.815462276352475,10.402067943962331,7.456812722345784,6.382042297924162,6.867353858037002,10.77082553891101,13.773334289022381,13.002933320181919,11.525039706891521
MMR,Myanmar,2012,NOx,13.264187345319364,11.683699901533895,13.771248924192012,14.548900684973923,11.154989412922566,8.358770252253578,7.2829494957440915,7.692858371504453,11.524642620623876,14.565943723452467,12.858948526454816,13.26899607129781
MMR,Myanmar,2013,NOx,13.950972425474088,11.100994935787034,13.96954407629397,14.958724891997138,11.728114537321808,8.759626257679455,7.68700677305079,8.102528110568928,11.991533838493803,15.02264400433716,13.708179310814065,14.9900381400328
MMR,Myanmar,2014,NOx,14.97918856760849,13.44234036544472,15.36291485629464,15.982347821725966,12.683480739541757,9.77165674218587,8.709080208729944,9.122291343682297,12.966011023271971,16.14974759378045,15.00099429238234,14.622236889271802
MMR,Myanmar,2015,NOx,15.270648187224321,14.575700254023333,15.80094865650779,16.669163553376578,13.197681629574113,10.412903045455126,9.387762137052896,9.686392814646172,13.49267814893212,16.80045533179048,15.49566298181832,15.755794461947252
MMR,Myanmar,2016,NOx,18.392947477176502,14.08540382077093,15.714846683110864,16.22822416968528,12.919169120652409,9.764321965512696,8.59167200026632,9.186853553078867,12.968884460409857,15.96453433525028,15.423229022571686,14.872519066639786
MMR,Myanmar,2017,NOx,19.675508218701186,17.157879569169886,19.83516673582516,19.153598759346934,15.577609615898444,12.350439246638768,11.309728979805971,11.888741923124655,15.554520908271883,18.708560795861775,18.035121554780748,18.52128795136129
MMR,Myanmar,2018,NOx,20.678814781952255,17.81337737866363,19.871006675779746,19.80791305375931,16.208396230903574,12.95318450283397,11.92558481005717,12.52114292890748,16.302966183157498,19.706018943123556,19.61849571620875,18.42517372115896
MMR,Myanmar,2019,NOx,20.749116749054757,17.966173450938836,20.307478700543587,19.99925153047567,16.453269641755714,13.285292315119277,12.407427084356609,12.936828146007912,16.648974762981574,19.61146832737117,18.43649268208815,20.887465965785424
MMR,Myanmar,2020,NOx,21.23156603274827,18.825470949344844,19.807211384457812,19.996571326211594,16.456166795100287,13.250187621378306,12.362273991857206,12.925833023965401,16.422822345417273,19.178425285356766,19.05422618157568,19.55281569846985
MMR,Myanmar,2021,NOx,21.430937933373862,19.246592810522785,20.21141752683349,20.28369050654867,16.83240389065043,13.644377812764603,12.78119671348497,13.383628217626297,16.906041011898296,19.70924552827206,19.44092735510728,20.5815491447631
MMR,Myanmar,2022,NOx,22.042251268320637,21.357724695995874,19.753498799483385,20.487631211444008,16.98332266517992,13.902262535877735,12.978063565323986,13.519108969509988,17.103919553852304,20.106654898877714,19.702055556603348,19.2339862921049
PAK,Pakistan,2008,NOx,84.67474544795408,79.891194676457,73.85702601799069,72.78413006412211,69.0648267176068,67.01333267795488,66.35050436047788,66.26385695538204,71.19116921975149,77.71267357142466,79.70572022122862,78.54060956640475
PAK,Pakistan,2009,NOx,84.12998337947366,77.16873665059107,78.16539626468159,75.5135326768152,70.50994545713672,69.74447831159478,69.33021403549512,69.10174252083638,72.86435422008756,82.16228991302565,82.82725335723363,84.75091781105509
PAK,Pakistan,2010,NOx,80.74481111621029,75.45105449408616,72.68116780349342,70.69266790519839,68.27870640301086,67.78028440804256,67.89837045073456,68.41816474255612,72.05275891819552,79.14629348315468,80.28668102968055,87.32811591692348
PAK,Pakistan,2011,NOx,87.10789452856272,79.27493060145062,78.61696589948552,73.87022639711444,67.87306518033307,66.54836202114139,68.25877175743601,67.68594672154255,72.81692222415643,81.03961726736921,79.93102024048913,88.73840018473118
PAK,Pakistan,2012,NOx,85.90714697254293,80.49880702463001,77.14523003389206,69.21881233760362,67.078995317185,67.37798239877965,68.3374782231309,66.70066359051324,72.35477217256512,78.7090230628823,79.84761057215053,82.94939325948924
PAK,Pakistan,2013,NOx,88.63533413446845,79.65295941637015,78.56571688931567,75.12393657534689,72.20913915362244,71.55559251130668,71.22879949336567,69.18949390366517,75.89633472765436,81.93365903698987,86.29687119189366,89.07450526990569
PAK,Pakistan,2014,NOx,88.76034199901166,83.38491218433333,82.57612621657334,78.14200403660028,74.40760575116484,71.24582984736135,71.00987867290212,71.91794642548196,76.3318398879012,82.54638134757028,86.38125714100484,90.52363556508705
PAK,Pakistan,2015,NOx,88.84666864112278,80.20081364260152,83.12305643277418,74.0837991390157,71.18955128937442,68.90605550458498,68.6038282378869,70.46134355038176,75.02324184387801,83.01208030521165,85.38014793252955,91.83347577704441
PAK,Pakistan,2016,NOx,118.76551886690953,81.74925821844435,77.5334172807158,77.16432950084125,70.082005896302,66.32772601855177,64.6831222755069,64.98490746750554,69.54476419277603,79.1118533941924,96.1267588192753,152.2663790527648
