Country_code_A3,country,year,Substance,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,population,Jan_kg_per_person,Feb_kg_per_person,Mar_kg_per_person,Apr_kg_per_person,May_kg_per_person,Jun_kg_per_person,Jul_kg_per_person,Aug_kg_per_person,Sep_kg_per_person,Oct_kg_per_person,Nov_kg_per_person,Dec_kg_per_person
BGD,Bangladesh,2015,NOx,45.21425237225227,37.53547036240052,33.05504786751067,30.327219298510258,27.908596222446587,28.23901299907065,29.187542528868345,25.40906463857148,27.29736702940471,33.88188369951745,34.54504944712943,42.05591364126314,159000000,0.2843663671210835,0.2360721406440284,0.20789338281453254,0.19073722829251735,0.17552576240532444,0.17760385534006698,0.1835694498670965,0.15980543797843696,0.1716815536440548,0.21309360817306572,0.21726446193163163,0.26450260151737826
BGD,Bangladesh,2016,NOx,47.51156800114728,32.3284261465777,34.87879395434317,39.94975295607906,47.5461227443012,33.72485366931629,22.860811575484245,40.960635843898025,29.407115637747477,31.187980539497744,32.640154784835566,36.397921595643766,161000000,0.29510290683942414,0.200797677929054,0.21663847176610665,0.24813511152844137,0.2953175325732994,0.20947114080320678,0.1419926184812686,0.2544138872291803,0.18265289215992223,0.1937141648416009,0.20273388065115258,0.2260740471779116
BGD,Bangladesh,2017,NOx,68.10848368185006,48.54179479958842,47.5678428330347,33.590431719226764,38.14161869735264,35.29136861421939,29.538812611974556,30.189508144827865,37.12555049333776,30.557085599858823,35.03723545210442,39.13370699155379,162000000,0.4204227387768522,0.29964070863943476,0.2936286594631772,0.20734834394584423,0.235442090724399,0.21784795440876167,0.18233834945663308,0.18635498854832017,0.2291700647736899,0.18862398518431372,0.21627923118582976,0.24156609254045544
BGD,Bangladesh,2018,NOx,79.63832763471304,52.05702319872508,52.89849892106193,38.665109910035696,44.75234143513006,41.57106649572029,34.66742670835448,35.28032939140505,43.52044161983231,34.99376446301742,40.6436340062365,45.9487695055052,164000000,0.4855995587482502,0.3174208731629578,0.32255182268940197,0.2357628653050957,0.27288013070201256,0.25348211277878224,0.21138674822167366,0.2151239597036893,0.26536854646239216,0.2133766125793745,0.2478270366233933,0.2801754238140561
BGD,Bangladesh,2019,NOx,71.48546332763405,50.890897575336965,51.55334736664967,35.28552423852952,41.70490858181614,38.42070513174141,31.305125313480303,32.03920902177715,40.48141886672694,31.427152466566035,35.33962483686521,47.7057302463322,165000000,0.4332452322886912,0.30842968227476947,0.31244452949484647,0.21385166205169406,0.25275702170797665,0.23285275837419034,0.18972803220291093,0.19417702437440695,0.24534193252561784,0.1904675907064608,0.21417954446584975,0.28912563785655876
BGD,Bangladesh,2020,NOx,61.78672844666523,47.1431713036456,42.48539376430352,31.65978743761777,35.18562760560425,32.498854514082936,27.678381650487054,28.332967828106327,34.28327256600433,29.070947562035744,32.842041673429875,38.87393297159566,166000000,0.3722092075100315,0.28399500785328674,0.25593610701387665,0.19072161106998656,0.21196161208195333,0.1957762320125478,0.16673723885835576,0.17068052908497786,0.20652573834942367,0.17512619013274544,0.1978436245387342,0.23418031910599796
BGD,Bangladesh,2021,NOx,68.48528707646564,50.35352439854231,45.98399446149521,33.4185011148716,38.34548578298419,35.308004201911054,29.358996890353747,30.08144741399974,37.28472521950585,30.201069408824555,34.545034517332624,39.62515782591536,168000000,0.40765051831229543,0.29972335951513285,0.2737142527469953,0.19891964949328333,0.2282469391844297,0.210166691678042,0.17475593387115326,0.17905623460714132,0.22193288821134438,0.17976827029062237,0.2056252054603132,0.2358640346780676
BGD,Bangladesh,2022,NOx,71.82869505250041,56.93518376940711,51.65225353415318,36.36935194955311,42.76845854491207,39.38380452977971,32.38657511618165,33.10904787627593,41.52562408584065,32.547275637025216,37.242880672968944,42.43922762812864,169000000,0.42502186421597876,0.33689457851720184,0.3056346362967644,0.21520326597368708,0.25306780204089985,0.23304026348982076,0.19163653914900386,0.19591152589512384,0.24571375198722278,0.19258742980488291,0.22037207498798192,0.2511196901072701
IRQ,Iraq,2008,NOx,23.79924540468172,21.928992114942503,20.251524455272083,19.66307767472522,19.85711470156915,19.820556875158903,20.056005948454168,20.11275180122757,19.997140122262795,20.51823443616348,21.086563109543185,22.45855942756104,28971036,0.8214840989698028,0.7569281303900386,0.69902658832332,0.6787150336883092,0.6854126549554234,0.6841507799430749,0.692277830466752,0.6942365402889827,0.6902459450280892,0.7082326788784314,0.7278498121207397,0.7752073287113735
IRQ,Iraq,2009,NOx,26.807343324329032,24.17156947819959,24.61630686425983,23.152358976592023,22.73183041199728,23.202625818921412,23.861598247713253,23.929554254967364,23.19545452974012,24.27527019659133,24.636132306981835,25.508100637001437,30058206,0.8918477478106656,0.8041587537925448,0.8189546263758998,0.7702508585040645,0.756260384002867,0.7719231752860238,0.7938463874960885,0.7961072013069365,0.7716845952063844,0.807608750721561,0.8196141947720311,0.8486235218762369
IRQ,Iraq,2010,NOx,29.00045548758505,27.602546887721665,27.33495237403599,26.210437611790628,26.58727977944013,27.34295009584669,28.58102631843767,29.224969037124545,28.101819869502247,28.99863648416057,28.62220324010448,31.49910143364422,31045366,0.9341315379430556,0.889103606886827,0.8804841396953087,0.8442624774270862,0.8564009127623147,0.8807417537241046,0.9206213358360043,0.9413633273682309,0.9051856521679353,0.9340729461575867,0.921947682630138,1.0146152386686058
IRQ,Iraq,2011,NOx,31.634409117011504,29.87873277939324,29.83364071482783,27.532462245474576,26.75928889277127,27.190292792756946,29.447029781978877,29.34920637537264,29.204142062325644,30.190293797578,31.00076390559637,32.9691920240229,32161424,0.9836134468738544,0.9290239381002918,0.9276218837458139,0.8560709950366183,0.832030599539724,0.8454318687119372,0.9156009317864432,0.9125592938724553,0.9080487873399401,0.9387113517603574,0.9639114208872209,1.0251160528222538
IRQ,Iraq,2012,NOx,37.205411820777314,34.538322023402856,35.2361943350134,30.231670995842688,31.51735506547651,33.33931159026524,35.354650028844176,34.42773902929668,34.76334147858184,34.397432678443,35.09905727496205,36.31246170134829,33654842,1.1054995242817456,1.0262512010427163,1.0469873647011447,0.8982859285401693,0.936487981892071,0.9906245166821832,1.0505070868805202,1.0229654035902673,1.0329372955779095,1.0220648986687562,1.042912555493859,1.078966934426502
IRQ,Iraq,2013,NOx,39.165243531697726,35.19301225980858,35.903989410841675,34.01324661102914,35.26966596361857,36.75050037179655,37.881678871019005,36.4973719867582,37.59525793090948,37.42564391446044,38.77035628517273,40.45486167372103,35281989,1.1100633677907934,0.9974781257317603,1.0176294032301205,0.9640399414848505,0.9996507272767011,1.0416221254361977,1.0736832005423222,1.034447689067592,1.0655651508453643,1.0607577683463492,1.0988710496217413,1.1466151093046661
