Country_code_A3,Name,Year,Substance,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
BGD,Bangladesh,2008,CO,910.3070248145349,785.797263845862,93.26935965031005,83.28614180147638,61.289341669765555,42.041079821202,35.33405681173465,36.52463353215628,65.25344777481327,86.95821232432166,205.3758000889251,357.2311153814057
BGD,Bangladesh,2009,CO,738.2142003437752,464.17347843207705,134.6887543054832,86.08449064513749,63.7929076987153,44.48480228324458,37.852341190182536,38.5517210756371,67.73896081063157,90.52878185732561,232.18388832684906,802.1551620587207
BGD,Bangladesh,2010,CO,1068.6799640921238,463.4508338635477,89.1438642520181,89.54949539469395,66.46297126773216,46.63924423282697,39.89371856229783,40.350944058075605,70.48741376108784,94.24046763710602,127.87203540246854,646.4063757832729
BGD,Bangladesh,2011,CO,1111.5507013909616,375.73971494272274,119.37216903223748,90.96296787164103,67.46879432647268,47.57754494799473,40.949568320667574,40.99160736027963,71.48437485927826,96.09044626647947,170.6836251559674,627.9622762865496
BGD,Bangladesh,2012,CO,806.0990132913856,499.72116037141456,146.79489859598618,93.68982772279502,69.65614803304243,49.96188180725067,43.504027724941714,43.008894736243946,73.52716051796787,98.90973805770231,260.8227373470154,706.1672472263739
BGD,Bangladesh,2013,CO,1161.9454637866786,375.1188855548494,139.71138201377255,96.44185504773625,71.19955198370283,51.326052658622984,44.913448055832696,44.012817519664374,75.14866697040482,101.6310748047694,223.3383958402107,525.3634546237407
BGD,Bangladesh,2014,CO,863.5914858836938,537.4741078474843,212.42370352982178,96.96204167366928,72.13413555787518,52.00366496423151,45.63580815456224,44.44465631250323,76.13975305045159,103.33812959201009,231.62838978908042,574.7132165694742
BGD,Bangladesh,2015,CO,913.5937687465406,472.49045712111047,167.93378092433585,103.28284213550634,78.26043208267268,58.332253433337065,51.98800047791986,50.15482581603279,82.13298808792288,110.30060568354003,162.7914051006365,718.2374840273504
BGD,Bangladesh,2016,CO,1217.3280336999007,327.1412382552443,109.89263860992315,109.93641398987384,90.11094272811415,59.49950933122898,44.142557658203096,59.80637003072202,83.14651082728955,108.4764091878308,229.75817951021696,551.9350657662283
BGD,Bangladesh,2017,CO,1018.38934763004,494.29193624086224,247.4192249257651,114.78397541510367,89.90629815839888,65.25795480560772,52.33208062983001,58.27968587201639,93.69455255536276,112.98485368468417,206.81234375117856,489.2344399120143
BGD,Bangladesh,2018,CO,1164.8461004879443,322.83383916107647,138.46090795022897,121.82421698584574,99.75320380536628,75.10113663533652,61.13964512659767,66.81440034938,103.30269512286944,120.5416908057642,246.19377563452522,594.9394375666426
BGD,Bangladesh,2019,CO,821.5127679786505,386.70745327839506,193.95915208293565,111.03608954996785,88.94480608584975,64.05380656409193,50.301748192556396,56.361704346083826,92.61645685650765,109.47225393600837,127.79557696998002,858.0067275809033
BGD,Bangladesh,2020,CO,897.9491313971687,583.0131886532027,142.56702256658792,109.98000065880991,85.59757780765221,60.88976851313404,48.41852968975468,54.43725597770602,89.55142642108615,108.95917188672396,183.04068376415694,581.7597006078311
BGD,Bangladesh,2021,CO,975.3469170701694,564.7210940040245,116.84644407511031,110.46293997930383,86.09642582887854,60.618121555352815,47.40328236127487,53.600519844630426,90.13790165159794,109.05096954258842,184.3395469006185,528.7982127890059
BGD,Bangladesh,2022,CO,823.712178226259,688.1273640802649,152.00236166259597,113.37142114605383,90.68261709506962,64.7957275291689,50.77356512271817,56.90893069925012,94.68775795944171,112.12158128093874,180.79633593676542,540.9335619718917
IRQ,Iraq,2008,CO,27.7865861253152,26.662365343526144,28.26056311465185,29.556907989307035,27.841255100198758,26.789362797985703,26.507377060577102,27.226154109472628,30.302269434317495,33.358005879341356,31.114744062122856,28.21868884007575
IRQ,Iraq,2009,CO,26.758520828875135,25.14474222038961,28.644010859663197,29.507649559980624,27.137910819732575,26.178400206328824,26.04272328267714,26.861125004410276,30.134893439860136,33.534242179461245,31.212678535946523,27.114621085471107
IRQ,Iraq,2010,CO,27.04768857759391,27.203657193924332,32.080487751234735,34.044912087295494,30.594096303650282,29.0900645534711,28.950256317789712,30.468166074308474,35.96213226238614,41.014984783167854,36.32815708942723,30.879278627036587
IRQ,Iraq,2011,CO,30.24982119392877,29.965605907555233,34.967131913238674,36.340508698538365,32.69742067009718,31.209883668826023,31.594521210475964,32.83027429887837,38.356687775402534,43.39059565289284,39.583293486389316,33.59824577723231
IRQ,Iraq,2012,CO,32.980017978290725,32.43452112783769,37.946432971731504,37.921325825441556,34.918584768685484,33.865360339686056,34.08256253799404,35.09655823306682,41.04305927726878,45.65246330198413,41.197086325640065,34.89368536217224
IRQ,Iraq,2013,CO,32.435721285692985,31.161800099688048,38.51592683203706,40.94368504688253,36.62248276069396,34.88813944936667,34.61223434932319,35.929905029898364,44.11095115037765,50.36578704085539,44.29114835643665,36.85341781822097
IRQ,Iraq,2014,CO,30.343009849428725,30.096881171414495,37.76197977402965,41.25015673035511,35.71717557584674,32.96831307911334,32.661175720879235,34.9513694404969,43.784238315332644,50.722898234028236,44.50137053810169,34.11048630686027
IRQ,Iraq,2015,CO,27.873909895503534,27.215937907512323,30.6588671990275,31.547481693093186,28.951956962901406,27.598194495494827,27.627633109188,28.97688355202507,32.952215590616056,36.73704501956564,33.83872290664951,30.455381031837256
IRQ,Iraq,2016,CO,31.266640937931346,26.400471399857835,30.077029969071233,32.308582456831594,28.801654219568576,27.408334246992258,27.10562588559953,28.513306434372087,32.7392556631152,37.1881518918388,35.87581903892415,37.661169314713305
IRQ,Iraq,2017,CO,39.40650620981771,33.53136917434991,32.352623205506184,33.595846395670435,30.56581755185019,29.20526749278686,29.693356809641823,30.449818582003083,34.873957296091085,39.33165327891459,36.39632759379403,30.651484106515763
IRQ,Iraq,2018,CO,39.35346059768794,33.42010411246675,32.01761180549443,33.00529406316889,30.816723243021986,29.7950643408752,30.6455760343175,31.071544146210186,34.083372994769086,37.685317989338515,36.03602458639826,32.28476945924669
IRQ,Iraq,2019,CO,41.28330290356374,36.398032860110945,40.42563771412068,42.918403868604216,37.4046660835367,35.08749750509044,35.92511171801678,37.45387974526179,45.48659156704628,52.75405793528497,46.82256253792047,36.38552863637423
IRQ,Iraq,2020,CO,37.059008246308046,33.89948073476611,40.223123018069884,43.89171610557904,37.14883513543596,34.17280400511244,34.892161847032995,37.027461980911156,47.65021861087668,56.74339616957269,48.517546651354344,35.39815775251989
IRQ,Iraq,2021,CO,39.748572969586206,35.475733317816385,41.1803124094266,44.198872247339544,37.89184280919844,35.203669721210254,35.93795278200391,37.846577643891564,47.53427559444016,55.98881618930064,48.62791870816783,37.04295459555857
IRQ,Iraq,2022,CO,43.08060672947692,37.401980298403515,42.838558700562785,44.46024101524249,39.00674369685069,36.51341712695164,37.55974726541869,39.18817444640787,47.749868725094316,55.49994400949133,49.02114013284134,38.17134417455239
MMR,Myanmar,2008,CO,493.8566387088843,459.2485864885723,357.45074540727575,309.0894381551459,187.25993881318516,98.64242764996969,66.70685999255726,83.86991809968967,192.25062611370208,290.32220365351213,379.81326312657393,454.8712818141262
MMR,Myanmar,2009,CO,520.4030037615648,369.086373583384,373.4348234971856,307.5266814467338,191.26871653492034,99.17636044000943,66.68571753314268,85.24676188128058,194.7916937040027,292.32748936709663,340.7867186044372,549.4487649895659
MMR,Myanmar,2010,CO,520.1051549508899,406.0321992973544,341.0782156499316,317.36947258516375,194.8303491658909,99.58824877525598,65.86553023373423,82.88062117389767,195.12909195617675,288.2978135527131,348.1945183265173,531.966712255296
MMR,Myanmar,2011,CO,547.7551497809721,398.42275035613153,362.7301543094416,299.95003973751216,180.77089756805793,91.37365776748106,64.00635605421552,81.24922920978061,177.60637933182224,276.4138663988641,382.6750264345989,439.77750692997864
MMR,Myanmar,2012,CO,560.0162142090979,398.0313347172405,354.9637897480778,298.4712810747066,174.4674254274652,89.66298547731043,60.12615729567901,74.56622539820846,175.9223407408021,280.3611056680736,292.43304925605776,493.24931728510217
MMR,Myanmar,2013,CO,573.2589190046293,311.0795251544021,330.94838158254964,291.7111430593238,184.87494071805733,89.19458859759747,61.286424846059205,75.67105040692431,177.78180547188734,277.6393160264069,322.5813402740061,591.4872112568463
MMR,Myanmar,2014,CO,562.414336500719,411.74338324781405,357.06397420834287,291.1338237590485,180.47435230713273,88.66170591033973,61.82316206557679,79.81445907086729,177.16692337146162,282.92163752573407,338.17907755002136,468.1790354662586
MMR,Myanmar,2015,CO,528.0204932975822,446.74692513157527,340.6126116588224,298.68998182814533,175.41998062278316,91.50033119897535,66.25190530811506,79.88249281370662,174.84194854273312,284.0824355746166,323.9440540491758,501.8340956301448
MMR,Myanmar,2016,CO,722.6121988438064,389.8147419152953,324.5469637525446,290.47484088014704,183.70597608011963,89.86478663871561,64.88406908086243,72.75353717810529,173.88298673022095,254.34476222794316,324.41890872066693,407.8595595127251
MMR,Myanmar,2017,CO,545.5658651440408,393.9908903766018,416.65064159956665,303.7651878900816,189.5537461811776,93.58025193655658,64.46225823483682,77.21972073874721,173.26596815816788,268.1614440866715,325.84704434099626,480.5360613589809
MMR,Myanmar,2018,CO,579.1514369760586,401.0015288138976,374.2418940435027,299.5798690638535,184.50347465674903,90.54111113278418,61.650063806751774,75.83924401636804,176.43258169388156,287.33251145484854,390.15799749260896,433.8570591604142
MMR,Myanmar,2019,CO,550.480420564711,383.55448822018184,379.4999212037386,295.28542306938306,178.09733899101914,88.85961005819213,62.447293181702115,74.10992663606429,178.98039033485344,263.68187699907685,287.7745063219324,579.366536798796
MMR,Myanmar,2020,CO,581.8891185936943,443.20194879747805,346.5947795361793,300.0718678563466,183.05673633491196,90.27985537483946,61.703371426706084,75.26137424664432,168.157329623535,238.39337614777986,333.7759591772865,491.8790663275631
MMR,Myanmar,2021,CO,566.2572235233317,443.99750984215257,346.77242015896803,292.7640513500629,181.49131341454128,90.16331679708823,62.93809956954095,79.51682530475165,174.58534116371868,248.27393510646516,332.86969751014374,534.4837764048614
MMR,Myanmar,2022,CO,593.5407246969351,573.7823178209234,299.93556555429586,290.96417865169826,175.1012046349758,90.7899069445233,59.57312227939189,72.221006602971,171.5141734731648,259.9808682242032,334.9573374899646,424.71576480448414
PAK,Pakistan,2008,CO,1565.8298078126622,1167.378853552865,567.1074676200678,482.9863122314823,308.82879957454816,217.3597606511721,198.67503318592946,226.2060592891678,380.9002499750121,552.7338625435651,834.2063794076553,1019.2403956395272
PAK,Pakistan,2009,CO,1318.1826370585504,865.8585518602019,678.2500747012442,559.644413528616,349.1933117143303,280.7380126420441,226.3632603152257,236.1933866463774,393.7183577924117,677.9284945710465,938.5616695809204,1212.8580909705138
PAK,Pakistan,2010,CO,1313.1736462500255,1002.6807198291948,582.4977713772006,460.67642127323467,344.1415258615003,280.4863029068834,229.77107615606255,242.87221706712876,413.5888228599643,604.3902724312876,904.0443779698763,1445.8978762639294
PAK,Pakistan,2011,CO,1493.7824678222478,1016.5694532396434,744.6439960122192,551.1746043146861,330.92322026100027,254.10073747511035,220.30152899623386,237.4151914209424,392.5106280840807,642.7953447826194,736.8212294150114,1394.0747321492001
PAK,Pakistan,2012,CO,1475.3564369660317,1229.9086150463963,760.07131327148,487.0334854392071,341.58503288392666,262.83912402791395,220.14221172554306,230.36985449261007,390.36124886162435,638.876537018241,811.8874838064478,1191.731660010807
PAK,Pakistan,2013,CO,1514.314359996473,1047.847953410585,717.8246924848817,550.4270573802148,363.3359675555332,260.94076217652025,219.50655047445304,242.45594356078533,398.0988532074879,610.3202596188293,927.1559920821451,1398.3835032993916
PAK,Pakistan,2014,CO,1465.1881277042532,1191.5228657063901,851.7580731645797,549.5448636656324,379.997192749128,273.27704483076815,230.2457228495062,264.2289721300998,409.74053732443997,659.2429837481561,913.0128865778684,1357.7779809289843
PAK,Pakistan,2015,CO,1525.297961391667,956.738432454131,950.6907754449484,544.5388900403507,380.2200238224777,297.4648353012522,233.13993872761785,267.1245632587196,452.56390294265805,684.9013531278171,961.8657942866832,1451.6151853724284
PAK,Pakistan,2016,CO,1604.8079999996048,1251.360155062318,851.3176472574846,615.7697769131818,399.881814409464,292.82908741414394,251.8042023127232,290.7448928625539,437.8131929916232,717.451144485863,1067.2341410123224,1249.4164505568046
PAK,Pakistan,2017,CO,1752.2224001417994,1151.8929275566722,879.8784036969596,588.1183008202962,397.2167293403551,299.99430229839624,261.5333809428183,293.3082789574526,472.6756398665877,706.029650159588,1044.4465284026735,1555.3173474914195
PAK,Pakistan,2018,CO,1669.3374943724077,1136.333975590879,750.7727949861014,587.4209497225635,437.1425003375273,321.75723670203234,265.3418644768364,278.7221817539758,456.1850292023989,793.0685760794225,1033.6992588886253,1633.8302334060406
PAK,Pakistan,2019,CO,1573.5974703798029,1291.3461513030027,975.9432706652358,538.4367362569799,406.47249268379045,311.99470661108046,242.65615527262526,268.06542915586783,409.61247253570065,674.8936640800397,1060.5712768704166,1574.120282209589
PAK,Pakistan,2020,CO,1860.1601268967734,1056.3911913060213,927.6363762479014,595.8689713068513,398.5827629262228,297.6197731912027,257.4453275142615,268.1761789399951,460.3489682018163,767.5871393211046,1113.0048141593613,1555.1027044409304
PAK,Pakistan,2021,CO,2013.5300004654541,988.6833666644796,773.7480932197234,637.1245284854991,432.63590631598146,317.37631785312027,273.4375977955003,305.95371435573236,455.336766873716,809.1187072403133,1127.3154506765213,1649.9549987525065
PAK,Pakistan,2022,CO,1950.517314229029,1214.7526466297984,711.0614724137773,545.4262257010687,399.02295349711477,324.56130003149826,253.44196219095872,296.33808364185006,460.45623380000086,764.6219357925002,1061.852569909735,1606.3328552849823
TJK,Tajikistan,2008,CO,6.462342827541812,6.45305182200164,6.73284283966138,6.531318622365656,5.617870882237724,5.123476411614831,4.651455493545974,4.448790759055224,5.540491621046393,6.842864593459937,6.8291826565389675,6.378482195236984
TJK,Tajikistan,2009,CO,5.613247627682097,5.697126213356614,6.597445366188733,6.580122027611256,5.547764960709611,5.0535320374894495,4.50934610795413,4.317233686184659,5.650705225294313,7.126980367005762,6.831201860796209,5.995337524859734
TJK,Tajikistan,2010,CO,5.465211988337122,5.646624295483337,6.490729252865509,6.430615439381908,5.432741287842973,4.961172479653148,4.445066533009414,4.242794812733484,5.644209674880209,7.0255181326712615,6.730185912586729,5.952712815274734
